Symbol,Maturity,Current Price,Trend,Trend Score,Composite Score,Belief Quality,Quantiment (%),Sentiment,Reference Return (%),Risk,Safety,Safety Score,Healthy Score,Reference Rating,Reference State,Strategic Signal,sharpRatio,Summary,Reference Prices,Category signal,Safety Band,Health Band,Investor Type,Current Stance,Portfolio Role,Risk Label,Investor Fit Score,Interpretation
IDEX/USDT,MATURE,0,Downward,-1,-1.77,40,38.4,Bearish,-2.76,High Risk,Caution,0,-0.4,D,Underweight,Conservative Allocation,-3.551990161,"WATCHLIST: Reference return -2.8%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.00) | Lower Warning: 0.0, Lower Danger: 0.0, Upper Warning: 0.0, Upper Danger: 0.0",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,10.29,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
NTRN/USDT,MATURE,0,Downward,-1,-1.83,40,27.52,Bearish,-11.03,High Risk,Caution,0,-2.3,D,Underweight,Conservative Allocation,-4.190096788,"WATCHLIST: Reference return -11.0%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.00) | Lower Warning: 0.0, Lower Danger: 0.0, Upper Warning: 0.0, Upper Danger: 0.0",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,8.49,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
WRX/USDT,MATURE,0.02,Upward,1,-0.78,30,62.54,Bullish,5.76,High Risk,Caution,0,17.1,D,Underweight,Conservative Allocation,-1.513777378,"WATCHLIST: Reference return 5.8%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.02) | Lower Warning: 0.02, Lower Danger: 0.02, Upper Warning: 0.02, Upper Danger: 0.02",WATCHLIST,Speculative,Weak,Speculative,Watch / DCA Only,Tactical Satellite Position,High Risk | Speculative | Weak,18.93,Suitable only for high-risk tactical or speculative positioning. Current weakness suggests observation or gradual accumulation only.
OCEAN/USDT,MATURE,0.61,Downward,-1,1.27,60,40.21,Neutral,-2.09,High Risk,Caution,0,29.3,D,Underweight,Conservative Allocation,0.633592392,"WATCHLIST: Reference return -2.1%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.61) | Lower Warning: 0.58, Lower Danger: 0.55, Upper Warning: 0.64, Upper Danger: 0.67",WATCHLIST,Speculative,Acceptable,Balanced Aggressive,Watch / DCA Only,Growth Allocation,High Risk | Speculative | Acceptable,29.99,Suitable for investors willing to accept higher volatility in exchange for stronger growth potential. Current weakness suggests observation or gradual accumulation only.
LAYER/USDT,MATURE,0.08,Downward,-1,0.18,50,44.52,Neutral,-0.53,High Risk,Caution,0,18.5,D,Underweight,Conservative Allocation,-2.305189675,"WATCHLIST: Reference return -0.5%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.08) | Lower Warning: 0.07, Lower Danger: 0.07, Upper Warning: 0.08, Upper Danger: 0.09",WATCHLIST,Speculative,Weak,Speculative,Watch / DCA Only,Tactical Satellite Position,High Risk | Speculative | Weak,22.95,Suitable only for high-risk tactical or speculative positioning. Current weakness suggests observation or gradual accumulation only.
CYBER/USDT,MATURE,0.5,Downward,-1,0.25,50,45.43,Neutral,-1.43,High Risk,Caution,0.9,19.5,D,Underweight,Conservative Allocation,-1.382909557,"WATCHLIST: Reference return -1.4%, Safety 0.9/100, Risk: High Risk","Risk Reference Prices (Current: 0.50) | Lower Warning: 0.47, Lower Danger: 0.45, Upper Warning: 0.52, Upper Danger: 0.55",WATCHLIST,Speculative,Weak,Speculative,Watch / DCA Only,Tactical Satellite Position,High Risk | Speculative | Weak,23.83,Suitable only for high-risk tactical or speculative positioning. Current weakness suggests observation or gradual accumulation only.
CETUS/USDT,MATURE,0.02,Upward,1,-1.34,55,54.92,Neutral,1.14,High Risk,Caution,0,9.4,D,Underweight,Conservative Allocation,-1.823700529,"WATCHLIST: Reference return 1.1%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.02) | Lower Warning: 0.02, Lower Danger: 0.02, Upper Warning: 0.02, Upper Danger: 0.02",WATCHLIST,Speculative,Fragile,Speculative,High Risk Tactical Only,Tactical Satellite Position,High Risk | Speculative | Fragile,18.21,"Suitable only for high-risk tactical or speculative positioning. Current profile is only suitable for tactical, high-risk participation."
REEF/USDT,MATURE,0,Downward,-1,0.54,55,38.82,Bearish,-3.49,High Risk,Caution,0,22.1,D,Underweight,Conservative Allocation,-0.635468833,"WATCHLIST: Reference return -3.5%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.00) | Lower Warning: 0.0, Lower Danger: 0.0, Upper Warning: 0.0, Upper Danger: 0.0",WATCHLIST,Speculative,Weak,Speculative,Watch / DCA Only,Tactical Satellite Position,High Risk | Speculative | Weak,25.11,Suitable only for high-risk tactical or speculative positioning. Current weakness suggests observation or gradual accumulation only.
UNFI/USDT,MATURE,1.34,Downward,-1,-1.78,40,45.63,Neutral,-0.39,High Risk,Caution,0,0.6,D,Underweight,Conservative Allocation,-1.051564472,"WATCHLIST: Reference return -0.4%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 1.34) | Lower Warning: 1.27, Lower Danger: 1.21, Upper Warning: 1.41, Upper Danger: 1.48",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,11.29,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
LEVER/USDT,MATURE,0,Downward,-1,-1.3,20,33.62,Bearish,-5.69,High Risk,Caution,0,-2.4,D,Underweight,Conservative Allocation,-2.022074886,"WATCHLIST: Reference return -5.7%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.00) | Lower Warning: 0.0, Lower Danger: 0.0, Upper Warning: 0.0, Upper Danger: 0.0",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,7.39,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
JASMY/USDT,MATURE,0.01,Downward,-1,-1.24,35,47.11,Neutral,-0.81,High Risk,Caution,8.5,4.7,D,Underweight,Conservative Allocation,-1.16269208,"WATCHLIST: Reference return -0.8%, Safety 8.5/100, Risk: High Risk","Risk Reference Prices (Current: 0.01) | Lower Warning: 0.01, Lower Danger: 0.0, Upper Warning: 0.01, Upper Danger: 0.01",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,16.25,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
TNSR/USDT,MATURE,0.04,Downward,-1,-2.23,20,42.14,Neutral,-3.3,High Risk,Caution,0,-5.8,D,Underweight,Conservative Allocation,0.416995692,"WATCHLIST: Reference return -3.3%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.04) | Lower Warning: 0.03, Lower Danger: 0.03, Upper Warning: 0.04, Upper Danger: 0.04",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,4.9,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
NOT/USDT,MATURE,0,Downward,-1,-1.23,35,44.97,Neutral,-1.78,High Risk,Caution,0,2.8,D,Underweight,Conservative Allocation,-1.758013511,"WATCHLIST: Reference return -1.8%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.00) | Lower Warning: 0.0, Lower Danger: 0.0, Upper Warning: 0.0, Upper Danger: 0.0",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,12.51,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
VIB/USDT,MATURE,0,Downward,-1,-1.55,20,30.84,Bearish,-8.1,High Risk,Caution,0,-4.4,D,Underweight,Conservative Allocation,-1.250842539,"WATCHLIST: Reference return -8.1%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.00) | Lower Warning: 0.0, Lower Danger: 0.0, Upper Warning: 0.0, Upper Danger: 0.0",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,5.89,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
IRIS/USDT,MATURE,0.01,Downward,-1,-2.79,30,43.85,Neutral,-0.61,High Risk,Caution,0,-5.1,D,Underweight,Conservative Allocation,-0.507508639,"WATCHLIST: Reference return -0.6%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.01) | Lower Warning: 0.0, Lower Danger: 0.0, Upper Warning: 0.01, Upper Danger: 0.01",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,5.38,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
METIS/USDT,MATURE,2.85,Downward,-1,0.18,50,41.67,Neutral,-1.61,High Risk,Caution,0,18,D,Underweight,Conservative Allocation,-1.843198566,"WATCHLIST: Reference return -1.6%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 2.85) | Lower Warning: 2.71, Lower Danger: 2.56, Upper Warning: 2.99, Upper Danger: 3.14",WATCHLIST,Speculative,Weak,Speculative,Watch / DCA Only,Tactical Satellite Position,High Risk | Speculative | Weak,22.52,Suitable only for high-risk tactical or speculative positioning. Current weakness suggests observation or gradual accumulation only.
PHA/USDT,MATURE,0.04,Upward,1,0.49,85,53.66,Neutral,-2.24,High Risk,Caution,0,29.9,D,Underweight,Conservative Allocation,-0.714346567,"WATCHLIST: Reference return -2.2%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.04) | Lower Warning: 0.03, Lower Danger: 0.03, Upper Warning: 0.04, Upper Danger: 0.04",WATCHLIST,Speculative,Acceptable,Balanced Aggressive,Selective Exposure,Growth Allocation,High Risk | Speculative | Acceptable,33.31,Suitable for investors willing to accept higher volatility in exchange for stronger growth potential. Current setup allows selective exposure under controlled sizing.
EGLD/USDT,MATURE,3.74,Downward,-1,-0.49,25,42.99,Neutral,-2.03,High Risk,Caution,1.2,6.9,D,Underweight,Conservative Allocation,-1.721533528,"WATCHLIST: Reference return -2.0%, Safety 1.2/100, Risk: High Risk","Risk Reference Prices (Current: 3.74) | Lower Warning: 3.55, Lower Danger: 3.37, Upper Warning: 3.93, Upper Danger: 4.11",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,14.31,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
SYN/USDT,MATURE,0.05,Downward,-1,1.57,75,43.76,Neutral,-0.82,High Risk,Caution,0,34.7,D,Underweight,Conservative Allocation,-0.47148219,"WATCHLIST: Reference return -0.8%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.05) | Lower Warning: 0.05, Lower Danger: 0.05, Upper Warning: 0.05, Upper Danger: 0.06",WATCHLIST,Speculative,Acceptable,Balanced Aggressive,Watch / DCA Only,Growth Allocation,High Risk | Speculative | Acceptable,34.96,Suitable for investors willing to accept higher volatility in exchange for stronger growth potential. Current weakness suggests observation or gradual accumulation only.
CTK/USDT,MATURE,0.16,Downward,-1,0.22,50,41.35,Neutral,-2.03,High Risk,Caution,12.6,20.9,D,Underweight,Conservative Allocation,-1.325933815,"WATCHLIST: Reference return -2.0%, Safety 12.6/100, Risk: High Risk","Risk Reference Prices (Current: 0.16) | Lower Warning: 0.15, Lower Danger: 0.15, Upper Warning: 0.17, Upper Danger: 0.18",WATCHLIST,Risky,Weak,Aggressive Growth,Watch / DCA Only,High-Beta Growth Position,High Risk | Risky | Weak,27.86,Suitable for aggressive investors targeting high upside with elevated risk exposure. Current weakness suggests observation or gradual accumulation only.
MORPHO/USDT,MATURE,1.53,Upward,1,-0.59,35,56.97,Neutral,0.44,High Risk,Caution,18.7,14.3,D,Underweight,Conservative Allocation,0.048641835,"WATCHLIST: Reference return 0.4%, Safety 18.7/100, Risk: High Risk","Risk Reference Prices (Current: 1.53) | Lower Warning: 1.45, Lower Danger: 1.37, Upper Warning: 1.6, Upper Danger: 1.68",WATCHLIST,Risky,Weak,Speculative,High Risk Tactical Only,Tactical Satellite Position,High Risk | Risky | Weak,25.31,"Suitable only for high-risk tactical or speculative positioning. Current profile is only suitable for tactical, high-risk participation."
ACA/USDT,MATURE,0,Downward,-1,-1.45,20,30.33,Bearish,-6.81,High Risk,Caution,0,-3.9,D,Underweight,Conservative Allocation,-2.837642464,"WATCHLIST: Reference return -6.8%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.00) | Lower Warning: 0.0, Lower Danger: 0.0, Upper Warning: 0.0, Upper Danger: 0.0",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,6.24,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
PIVX/USDT,MATURE,0.09,Downward,-1,0.87,50,43.3,Neutral,-2.59,High Risk,Caution,0,24.7,D,Underweight,Conservative Allocation,0.071230964,"WATCHLIST: Reference return -2.6%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.09) | Lower Warning: 0.08, Lower Danger: 0.08, Upper Warning: 0.09, Upper Danger: 0.1",WATCHLIST,Speculative,Weak,Speculative,Watch / DCA Only,Tactical Satellite Position,High Risk | Speculative | Weak,26.42,Suitable only for high-risk tactical or speculative positioning. Current weakness suggests observation or gradual accumulation only.
FOR/USDT,MATURE,0,Downward,-1,-1.75,40,40.99,Neutral,-4.42,High Risk,Caution,0,0.1,D,Underweight,Conservative Allocation,-1.991153923,"WATCHLIST: Reference return -4.4%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.00) | Lower Warning: 0.0, Lower Danger: 0.0, Upper Warning: 0.0, Upper Danger: 0.0",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,10.75,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
COMP/USDT,MATURE,16.73,Downward,-1,-2.77,20,52.13,Neutral,-1.72,High Risk,Caution,13.8,-3.1,D,Underweight,Conservative Allocation,-1.388964905,"WATCHLIST: Reference return -1.7%, Safety 13.8/100, Risk: High Risk","Risk Reference Prices (Current: 16.73) | Lower Warning: 15.89, Lower Danger: 15.06, Upper Warning: 17.57, Upper Danger: 18.4",WATCHLIST,Risky,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Risky | Fragile,10.19,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
AMB/USDT,MATURE,0,Downward,-1,-1.82,40,30.51,Bearish,-6.61,High Risk,Caution,0,-1.8,D,Underweight,Conservative Allocation,-2.206578985,"WATCHLIST: Reference return -6.6%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.00) | Lower Warning: 0.0, Lower Danger: 0.0, Upper Warning: 0.0, Upper Danger: 0.0",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,8.96,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
KP3R/USDT,MATURE,16.48,Downward,-1,-1.53,30,45.17,Neutral,-0.79,High Risk,Caution,0,-0.1,D,Underweight,Conservative Allocation,-2.217666469,"WATCHLIST: Reference return -0.8%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 16.48) | Lower Warning: 15.66, Lower Danger: 14.83, Upper Warning: 17.3, Upper Danger: 18.13",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,10.16,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
SYRUP/USDT,MATURE,0.21,Downward,-1,0.24,50,41.64,Neutral,-4.03,High Risk,Caution,12.7,21.2,D,Underweight,Conservative Allocation,-0.784181996,"WATCHLIST: Reference return -4.0%, Safety 12.7/100, Risk: High Risk","Risk Reference Prices (Current: 0.21) | Lower Warning: 0.2, Lower Danger: 0.19, Upper Warning: 0.22, Upper Danger: 0.24",WATCHLIST,Risky,Weak,Aggressive Growth,Watch / DCA Only,High-Beta Growth Position,High Risk | Risky | Weak,28.07,Suitable for aggressive investors targeting high upside with elevated risk exposure. Current weakness suggests observation or gradual accumulation only.
PERL/USDT,MATURE,0,Downward,-1,-1.36,30,45.72,Neutral,-0.57,High Risk,Caution,0,1,D,Underweight,Conservative Allocation,-0.428485975,"WATCHLIST: Reference return -0.6%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.00) | Lower Warning: 0.0, Lower Danger: 0.0, Upper Warning: 0.0, Upper Danger: 0.01",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,10.97,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
SSV/USDT,MATURE,2.28,Downward,-1,-0.41,45,37.27,Bearish,-4.07,High Risk,Caution,0,10.5,D,Underweight,Conservative Allocation,-1.387278694,"WATCHLIST: Reference return -4.1%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 2.28) | Lower Warning: 2.16, Lower Danger: 2.05, Upper Warning: 2.39, Upper Danger: 2.5",WATCHLIST,Speculative,Weak,Speculative,High Risk Tactical Only,Tactical Satellite Position,High Risk | Speculative | Weak,17.6,"Suitable only for high-risk tactical or speculative positioning. Current profile is only suitable for tactical, high-risk participation."
KSM/USDT,MATURE,4.19,Downward,-1,0.21,50,46.84,Neutral,-0.94,High Risk,Caution,8.5,20.8,D,Underweight,Conservative Allocation,-1.7031811,"WATCHLIST: Reference return -0.9%, Safety 8.5/100, Risk: High Risk","Risk Reference Prices (Current: 4.19) | Lower Warning: 3.98, Lower Danger: 3.77, Upper Warning: 4.4, Upper Danger: 4.61",WATCHLIST,Speculative,Weak,Speculative,Watch / DCA Only,Tactical Satellite Position,High Risk | Speculative | Weak,26.92,Suitable only for high-risk tactical or speculative positioning. Current weakness suggests observation or gradual accumulation only.
